SUM de VALUE_AMOUNT										YEARMONTH_ID																							
BU	SEGMENT_DESC	PRODUCT_DESC	BALANCE_SHEET_PORTFOLIO_DESC	PORTFOLIO_DESC	PAYMENT_METHOD_DESC	INSTALLMENT_NUMBER_AGROUP	VERSION_DESC	DEVICE_TAP_TYPE	CHANNEL_DESC	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
QR	SMB			LEGADO	account_money	-			TO	6.614.730	5.999.981	6.819.142	6.303.316	6.858.357	7.147.288	7.616.739	8.410.923	8.336.487	8.639.015	8.506.719	10.418.103	15.216.478	13.746.491	14.422.019	13.623.435	1.726.908							
QR	SMB			LEGADO	account_money	-	FORECAST 3+9															115.195.411	97.137.383	106.333.851									
QR	SMB			LEGADO	account_money	-			APP													12.365.265	11.760.048	13.159.894									
QR	SMB			LEGADO	account_money	-			BIG SELLERS													473.345	494.723	566.090									
QR	SMB			LEGADO	account_money	-			BIGSELLER FARMING													5.293	6.346	7.064									
QR	SMB			LEGADO	account_money	-			FDV-P													21.428.948	19.803.646	20.792.349									
QR	SMB			LEGADO	account_money	-			FDV-T													15.293.732	13.142.699	13.862.870									
QR	SMB			LEGADO	account_money	-			LANDING													10.473.319	10.260.964	11.727.903									
QR	SMB			LEGADO	account_money	-			MGM													8.451.113	7.542.456	7.948.093									
QR	SMB			LEGADO	account_money	-			Others													19.460.778	18.452.619	20.365.708									
QR	SMB			LEGADO	account_money	-			RESELLERS													16.411.156	14.292.321	15.083.147									
QR	SMB			LEGADO	account_money	-			TELESALES													4.457.095	3.919.685	4.137.583									
QR	SMB			LEGADO	account_money	-			TO													15.216.478	13.746.491	14.422.019									
QR	SMB			LEGADO	account_money	-	FORECAST 4+8															115.195.411	97.137.383	106.333.851	88.565.425								
QR	SMB			LEGADO	account_money	-			APP													12.365.265	11.760.048	13.159.894	12.637.084								
QR	SMB			LEGADO	account_money	-			BIG SELLERS													473.345	494.723	566.090	665.351								
QR	SMB			LEGADO	account_money	-			BIGSELLER FARMING													5.293	6.346	7.064	8.380								
QR	SMB			LEGADO	account_money	-			FDV-P													21.428.948	19.803.646	20.792.349	18.721.822								
QR	SMB			LEGADO	account_money	-			FDV-T													15.293.732	13.142.699	13.862.870	12.974.216								
QR	SMB			LEGADO	account_money	-			LANDING													10.473.319	10.260.964	11.727.903	11.743.434								
QR	SMB			LEGADO	account_money	-			MGM													8.451.113	7.542.456	7.948.093	7.602.284								
QR	SMB			LEGADO	account_money	-			Others													19.460.778	18.452.619	20.365.708	19.738.034								
QR	SMB			LEGADO	account_money	-			RESELLERS													16.411.156	14.292.321	15.083.147	14.076.313								
QR	SMB			LEGADO	account_money	-			TELESALES													4.457.095	3.919.685	4.137.583	3.771.497								
QR	SMB			LEGADO	account_money	-			TO													15.216.478	13.746.491	14.422.019	13.623.435								
QR	SMB			LEGADO	bank_transfer	-	ACTUAL			332.980.859	291.462.602	299.611.017	275.236.569	281.835.359	267.872.230	273.810.201	278.001.619	256.294.930	271.604.966	270.903.569	325.401.277	449.647.068	389.355.246	415.999.644	379.724.147	30.543.624							
QR	SMB			LEGADO	bank_transfer	-			APP	77.672.721	72.176.110	78.037.006	70.818.131	76.367.451	75.394.327	76.643.540	81.923.071	76.495.863	77.636.651	80.061.510	95.289.957	141.389.591	128.382.813	140.293.207	137.080.414	17.038.125							
QR	SMB			LEGADO	bank_transfer	-			BIG SELLERS	60.869	49.072	108.679	73.328	110.810	95.070	152.534	205.581	247.769	1.078.082	2.117.468	3.271.490	6.336.744	6.199.795	7.225.224	7.877.301	830.655							
QR	SMB			LEGADO	bank_transfer	-			BIGSELLER FARMING													117.987	86.629	105.988	132.426	9.750							
QR	SMB			LEGADO	bank_transfer	-			FDV-P	87.688.555	83.239.401	85.254.328	76.760.299	80.513.815	76.096.247	76.978.735	75.659.241	67.235.543	66.889.923	69.414.375	87.878.782	245.462.186	214.383.842	229.141.371	211.748.621	19.532.953							
QR	SMB			LEGADO	bank_transfer	-			FDV-T	180.406.648	162.899.735	171.476.813	153.545.790	157.067.743	148.557.094	145.104.005	146.632.751	127.683.254	124.609.077	123.801.534	143.921.125	181.582.884	152.696.151	156.826.214	146.397.964	16.105.799							
QR	SMB			LEGADO	bank_transfer	-			LANDING	53.222.870	50.312.352	54.422.219	50.423.640	54.652.677	53.598.883	55.833.520	59.796.827	56.619.454	58.993.010	64.007.792	89.501.729	122.514.296	114.699.584	129.285.801	129.791.109	15.940.077							
QR	SMB			LEGADO	bank_transfer	-			MGM	70.305.504	66.002.674	70.942.282	63.876.471	68.091.762	66.762.445	67.142.655	70.391.650	64.660.326	64.533.851	65.665.021	74.621.331	101.714.086	86.311.341	89.999.272	84.991.773	10.339.299							
QR	SMB			LEGADO	bank_transfer	-			Others	119.848.381	113.402.671	127.612.573	122.237.291	130.614.680	132.423.792	137.834.160	148.981.521	144.008.880	162.948.259	184.156.766	225.658.181	227.372.369	204.927.397	222.399.147	216.679.975	25.674.958							
QR	SMB			LEGADO	bank_transfer	-			RESELLERS	166.864.535	152.165.198	163.935.971	147.268.334	151.569.352	145.828.882	146.100.001	150.911.950	134.590.437	134.937.190	131.624.704	146.884.805	185.615.781	155.891.469	161.245.899	148.935.282	18.001.087							
QR	SMB			LEGADO	bank_transfer	-			TELESALES	37.536.882	35.162.509	42.821.516	40.013.794	42.179.745	40.661.972	40.985.922	41.314.306	36.490.425	35.902.463	35.947.825	42.008.823	51.286.999	43.545.473	45.478.965	42.874.581	4.856.674							
QR	SMB			LEGADO	bank_transfer	-			TO	87.656.406	83.008.376	95.320.907	86.573.524	93.769.320	95.081.947	99.621.820	106.495.894	101.394.959	106.378.042	109.392.678	128.710.883	166.203.131	144.284.947	151.566.407	148.047.605	18.431.631							
QR	SMB			LEGADO	bank_transfer	-	FORECAST 3+9															449.647.068	389.355.246	415.999.644									
QR	SMB			LEGADO	bank_transfer	-			APP													141.389.591	128.382.813	140.293.207									
QR	SMB			LEGADO	bank_transfer	-			BIG SELLERS													6.336.744	6.199.795	7.225.224									
QR	SMB			LEGADO	bank_transfer	-			BIGSELLER FARMING													117.987	86.629	105.988									
QR	SMB			LEGADO	bank_transfer	-			FDV-P													245.462.186	214.383.842	229.141.371									
QR	SMB			LEGADO	bank_transfer	-			FDV-T													181.582.884	152.696.151	156.826.214									
QR	SMB			LEGADO	bank_transfer	-			LANDING													122.514.296	114.699.584	129.285.801									
QR	SMB			LEGADO	bank_transfer	-			MGM													101.714.086	86.311.341	89.999.272									
QR	SMB			LEGADO	bank_transfer	-			Others													227.372.369	204.927.397	222.399.147									
QR	SMB			LEGADO	bank_transfer	-			RESELLERS													185.615.781	155.891.469	161.245.899									
QR	SMB			LEGADO	bank_transfer	-			TELESALES													51.286.999	43.545.473	45.478.965									
QR	SMB			LEGADO	bank_transfer	-			TO													166.203.131	144.284.947	151.566.407									
QR	SMB			LEGADO	bank_transfer	-	FORECAST 4+8															449.647.068	389.355.246	415.999.644	379.724.147								
QR	SMB			LEGADO	bank_transfer	-			APP													141.389.591	128.382.813	140.293.207	137.080.414								
QR	SMB			LEGADO	bank_transfer	-			BIG SELLERS													6.336.744	6.199.795	7.225.224	7.877.301								
QR	SMB			LEGADO	bank_transfer	-			BIGSELLER FARMING													117.987	86.629	105.988	132.426								
QR	SMB			LEGADO	bank_transfer	-			FDV-P													245.462.186	214.383.842	229.141.371	211.748.621								
QR	SMB			LEGADO	bank_transfer	-			FDV-T													181.582.884	152.696.151	156.826.214	146.397.964								
QR	SMB			LEGADO	bank_transfer	-			LANDING													122.514.296	114.699.584	129.285.801	129.791.109								
QR	SMB			LEGADO	bank_transfer	-			MGM													101.714.086	86.311.341	89.999.272	84.991.773								
QR	SMB			LEGADO	bank_transfer	-			Others													227.372.369	204.927.397	222.399.147	216.679.975								
QR	SMB			LEGADO	bank_transfer	-			RESELLERS													185.615.781	155.891.469	161.245.899	148.935.282								
QR	SMB			LEGADO	bank_transfer	-			TELESALES													51.286.999	43.545.473	45.478.965	42.874.581								
QR	SMB			LEGADO	bank_transfer	-			TO													166.203.131	144.284.947	151.566.407	148.047.605								
QR	SMB			LEGADO	credit_card	1x	ACTUAL			5.152.252	4.531.892	4.743.124	4.826.784	4.654.295	4.095.800	4.166.456	4.037.479	3.485.970	3.232.922	2.752.343	2.906.863	2.825.275	2.538.133	2.302.998	1.663.705	83.239							
QR	SMB			LEGADO	credit_card	1x			APP	162.908	156.414	129.970	111.208	144.409	152.021	135.827	149.989	135.282	156.251	125.221	131.820	254.323	254.444	282.543	278.481	25.648							
QR	SMB			LEGADO	credit_card	1x			BIG SELLERS							148	498	523	2.527	4.758	5.494	11.473	10.672	15.001	16.743	1.771							
QR	SMB			LEGADO	credit_card	1x			BIGSELLER FARMING													70	68	277	87								
QR	SMB			LEGADO	credit_card	1x			FDV-P	131.255	109.547	108.393	106.855	115.580	113.270	104.152	141.734	110.959	115.500	111.672	125.492	383.672	369.642	445.651	396.258	32.614							
QR	SMB			LEGADO	credit_card	1x			FDV-T	292.596	248.157	269.111	244.748	269.084	264.492	245.663	252.232	240.911	234.295	214.078	199.190	303.842	268.486	290.876	268.279	25.112							
QR	SMB			LEGADO	credit_card	1x			LANDING	85.951	76.663	71.301	73.103	80.746	81.977	82.681	90.246	98.530	92.794	108.308	116.632	210.029	244.179	272.780	265.059	27.501							
QR	SMB			LEGADO	credit_card	1x			MGM	131.133	101.466	122.362	110.135	112.113	110.193	125.340	120.101	114.587	125.512	111.878	105.596	170.503	152.963	172.351	165.989	18.908							
QR	SMB			LEGADO	credit_card	1x			Others	206.646	182.569	179.118	192.353	210.748	229.498	233.731	253.529	249.485	291.984	336.338	316.530	405.075	404.448	420.692	416.956	41.743							
QR	SMB			LEGADO	credit_card	1x			RESELLERS	302.464	250.166	252.344	242.409	236.386	249.359	238.625	243.088	237.540	227.055	218.005	200.386	295.713	262.821	299.199	268.758	25.675							
QR	SMB			LEGADO	credit_card	1x			TELESALES	66.493	58.664	64.370	62.668	96.178	69.008	68.411	74.950	65.834	61.390	52.425	64.106	107.626	81.714	95.167	91.183	8.727							
QR	SMB			LEGADO	credit_card	1x			TO	152.609	121.594	150.814	134.430	153.053	149.887	171.992	175.742	172.071	197.519	186.674	186.440	277.723	276.936	293.612	293.220	30.799							
QR	SMB			LEGADO	credit_card	1x	FORECAST 3+9															2.825.275	2.538.133	2.302.998									
QR	SMB			LEGADO	credit_card	1x			APP													254.323	254.444	282.543									
QR	SMB			LEGADO	credit_card	1x			BIG SELLERS													11.473	10.672	15.001									
QR	SMB			LEGADO	credit_card	1x			BIGSELLER FARMING													70	68	277									
QR	SMB			LEGADO	credit_card	1x			FDV-P													383.672	369.642	445.651									
QR	SMB			LEGADO	credit_card	1x			FDV-T													303.842	268.486	290.876									
QR	SMB			LEGADO	credit_card	1x			LANDING													210.029	244.179	272.780									
QR	SMB			LEGADO	credit_card	1x			MGM													170.503	152.963	172.351									
QR	SMB			LEGADO	credit_card	1x			Others													405.075	404.448	420.692									
QR	SMB			LEGADO	credit_card	1x			RESELLERS													295.713	262.821	299.199									
QR	SMB			LEGADO	credit_card	1x			TELESALES													107.626	81.714	95.167									
QR	SMB			LEGADO	credit_card	1x			TO													277.723	276.936	293.612									
QR	SMB			LEGADO	credit_card	1x	FORECAST 4+8															2.825.275	2.538.133	2.302.998	1.663.705								
QR	SMB			LEGADO	credit_card	1x			APP													254.323	254.444	282.543	278.481								
QR	SMB			LEGADO	credit_card	1x			BIG SELLERS													11.473	10.672	15.001	16.743								
QR	SMB			LEGADO	credit_card	1x			BIGSELLER FARMING													70	68	277	87								
QR	SMB			LEGADO	credit_card	1x			FDV-P													383.672	369.642	445.651	396.258								
QR	SMB			LEGADO	credit_card	1x			FDV-T													303.842	268.486	290.876	268.279								
QR	SMB			LEGADO	credit_card	1x			LANDING													210.029	244.179	272.780	265.059								
QR	SMB			LEGADO	credit_card	1x			MGM													170.503	152.963	172.351	165.989								
QR	SMB			LEGADO	credit_card	1x			Others													405.075	404.448	420.692	416.956								
QR	SMB			LEGADO	credit_card	1x			RESELLERS													295.713	262.821	299.199	268.758								
QR	SMB			LEGADO	credit_card	1x			TELESALES													107.626	81.714	95.167	91.183								
QR	SMB			LEGADO	credit_card	1x			TO													277.723	276.936	293.612	293.220								
QR	SMB			LEGADO	credit_card	2 a 6x	ACTUAL			1.311.317	1.218.554	1.210.563	1.039.277	1.327.626	911.714	960.946	780.522	769.421	543.354	530.499	512.021	649.063	547.607	508.721	483.868	18.775							
QR	SMB			LEGADO	credit_card	2 a 6x			APP	32.909	27.817	33.391	36.880	30.930	40.389	28.291	36.370	30.885	26.253	34.311	31.287	48.632	61.352	65.016	63.880	6.699							
QR	SMB			LEGADO	credit_card	2 a 6x			BIG SELLERS		129	888				88	41	213	421	1.294	1.662	2.887	2.243	4.021	5.011	637							
QR	SMB			LEGADO	credit_card	2 a 6x			BIGSELLER FARMING													665		128	220								
QR	SMB			LEGADO	credit_card	2 a 6x			FDV-P	47.269	48.878	45.259	44.061	49.068	49.888	50.244	39.157	48.506	45.649	41.478	55.399	126.302	115.100	148.202	137.460	10.063							
QR	SMB			LEGADO	credit_card	2 a 6x			FDV-T	95.859	74.204	70.324	65.775	79.619	81.694	76.800	64.344	52.873	71.822	57.600	65.495	82.909	67.160	87.407	73.195	6.377							
QR	SMB			LEGADO	credit_card	2 a 6x			LANDING	24.591	21.555	22.115	20.675	20.042	22.282	31.091	22.038	19.176	22.606	26.774	38.426	43.445	49.685	53.900	50.735	5.172							
QR	SMB			LEGADO	credit_card	2 a 6x			MGM	26.166	32.787	26.731	19.910	23.076	28.232	27.489	26.218	30.067	25.400	18.354	29.150	36.952	31.936	37.581	41.657	3.064							
QR	SMB			LEGADO	credit_card	2 a 6x			Others	50.888	57.429	56.559	62.845	63.469	66.029	59.875	61.655	68.832	71.411	75.727	92.157	94.562	89.927	97.889	94.110	9.758							
QR	SMB			LEGADO	credit_card	2 a 6x			RESELLERS	78.029	63.063	64.366	49.896	57.545	52.274	54.952	57.566	49.768	53.735	52.177	50.636	68.134	59.182	60.571	71.542	7.554							
QR	SMB			LEGADO	credit_card	2 a 6x			TELESALES	16.125	21.144	20.621	18.430	16.458	18.990	17.843	22.315	12.698	21.913	14.319	15.266	21.305	20.847	20.514	19.133	2.232							
QR	SMB			LEGADO	credit_card	2 a 6x			TO	40.096	28.144	34.872	35.268	45.251	41.856	35.621	39.439	40.691	38.672	36.958	40.376	69.358	65.438	66.443	61.006	6.799							
QR	SMB			LEGADO	credit_card	2 a 6x	FORECAST 3+9															649.063	547.607	508.721									
QR	SMB			LEGADO	credit_card	2 a 6x			APP													48.632	61.352	65.016									
QR	SMB			LEGADO	credit_card	2 a 6x			BIG SELLERS													2.887	2.243	4.021									
QR	SMB			LEGADO	credit_card	2 a 6x			BIGSELLER FARMING													665		128									
QR	SMB			LEGADO	credit_card	2 a 6x			FDV-P													126.302	115.100	148.202									
QR	SMB			LEGADO	credit_card	2 a 6x			FDV-T													82.909	67.160	87.407									
QR	SMB			LEGADO	credit_card	2 a 6x			LANDING													43.445	49.685	53.900									
QR	SMB			LEGADO	credit_card	2 a 6x			MGM													36.952	31.936	37.581									
QR	SMB			LEGADO	credit_card	2 a 6x			Others													94.562	89.927	97.889									
QR	SMB			LEGADO	credit_card	2 a 6x			RESELLERS													68.134	59.182	60.571									
QR	SMB			LEGADO	credit_card	2 a 6x			TELESALES													21.305	20.847	20.514									
QR	SMB			LEGADO	credit_card	2 a 6x			TO													69.358	65.438	66.443									
QR	SMB			LEGADO	credit_card	2 a 6x	FORECAST 4+8															649.063	547.607	508.721	483.868								
QR	SMB			LEGADO	credit_card	2 a 6x			APP													48.632	61.352	65.016	63.880								
QR	SMB			LEGADO	credit_card	2 a 6x			BIG SELLERS													2.887	2.243	4.021	5.011								
QR	SMB			LEGADO	credit_card	2 a 6x			BIGSELLER FARMING													665		128	220								
QR	SMB			LEGADO	credit_card	2 a 6x			FDV-P													126.302	115.100	148.202	137.460								
QR	SMB			LEGADO	credit_card	2 a 6x			FDV-T													82.909	67.160	87.407	73.195								
QR	SMB			LEGADO	credit_card	2 a 6x			LANDING													43.445	49.685	53.900	50.735								
QR	SMB			LEGADO	credit_card	2 a 6x			MGM													36.952	31.936	37.581	41.657								
QR	SMB			LEGADO	credit_card	2 a 6x			Others													94.562	89.927	97.889	94.110								
QR	SMB			LEGADO	credit_card	2 a 6x			RESELLERS													68.134	59.182	60.571	71.542								
QR	SMB			LEGADO	credit_card	2 a 6x			TELESALES													21.305	20.847	20.514	19.133								
QR	SMB			LEGADO	credit_card	2 a 6x			TO													69.358	65.438	66.443	61.006								
QR	SMB			LEGADO	credit_card	7 a 12x	ACTUAL			657.851	469.242	547.706	525.794	459.803	465.751	580.571	456.258	268.626	440.179	367.025	352.702	321.474	222.616	265.806	111.286	2.602							
QR	SMB			LEGADO	credit_card	7 a 12x			APP	889	759	1.367	4.075	2.443	1.008	1.858	1.342	1.076	4.973	134	2.761	1.816	1.383	980	6.603	220							
QR	SMB			LEGADO	credit_card	7 a 12x			BIG SELLERS													744	211		110								
QR	SMB			LEGADO	credit_card	7 a 12x			FDV-P	12.503	13.899	14.715	23.796	17.767	13.436	12.521	12.297	13.470	12.372	2.592	3.832	8.338	5.061	11.223	15.404	1.967							
QR	SMB			LEGADO	credit_card	7 a 12x			FDV-T	4.718	3.726	9.277	1.327	3.043	4.788	4.946	10.511	2.483	1.243	1.247	3.857	3.562	4.177	6.114	4.098	321							
QR	SMB			LEGADO	credit_card	7 a 12x			LANDING	2.256	2.372	2.317	488	466	5.688		966	526	462	715	2.992	1.532	1.547	11.580	2.525	1.402							
QR	SMB			LEGADO	credit_card	7 a 12x			MGM	3.692	1.274	10.792	915	2.662		831	1.829	803	897	157	3.067	4.871	1.746	483	8.351								
QR	SMB			LEGADO	credit_card	7 a 12x			Others	5.100	4.713	2.353	3.417	26.951	5.583	2.806	8.300	6.149	12.702	5.895	6.173	6.490	7.647	6.749	6.028	290							
QR	SMB			LEGADO	credit_card	7 a 12x			RESELLERS	3.582	2.432	3.711	4.616	4.452	2.572	3.032	1.350	13.564	2.073	3.984	1.697	1.600	2.186	3.417	3.634	346							
QR	SMB			LEGADO	credit_card	7 a 12x			TELESALES	877	219	1.627	370	3.545	4.659	6.037	680	650	1.786	637	1.050	1.587	580	975	1.053								
QR	SMB			LEGADO	credit_card	7 a 12x			TO	2.169	1.055	2.519	4.455	10.168	5.738	10.337	5.224	7.612	11.508	5.730	7.958	4.446	4.817	7.902	3.476	924							
QR	SMB			LEGADO	credit_card	7 a 12x	FORECAST 3+9															321.474	222.616	265.806									
QR	SMB			LEGADO	credit_card	7 a 12x			APP													1.816	1.383	980									
QR	SMB			LEGADO	credit_card	7 a 12x			BIG SELLERS													744	211										
QR	SMB			LEGADO	credit_card	7 a 12x			FDV-P													8.338	5.061	11.223									
QR	SMB			LEGADO	credit_card	7 a 12x			FDV-T													3.562	4.177	6.114									
QR	SMB			LEGADO	credit_card	7 a 12x			LANDING													1.532	1.547	11.580									
QR	SMB			LEGADO	credit_card	7 a 12x			MGM													4.871	1.746	483									
QR	SMB			LEGADO	credit_card	7 a 12x			Others													6.490	7.647	6.749									
QR	SMB			LEGADO	credit_card	7 a 12x			RESELLERS													1.600	2.186	3.417									
QR	SMB			LEGADO	credit_card	7 a 12x			TELESALES													1.587	580	975									
QR	SMB			LEGADO	credit_card	7 a 12x			TO													4.446	4.817	7.902									
QR	SMB			LEGADO	credit_card	7 a 12x	FORECAST 4+8															321.474	222.616	265.806	111.286								
QR	SMB			LEGADO	credit_card	7 a 12x			APP													1.816	1.383	980	6.603								
QR	SMB			LEGADO	credit_card	7 a 12x			BIG SELLERS													744	211		110								
QR	SMB			LEGADO	credit_card	7 a 12x			FDV-P													8.338	5.061	11.223	15.404								
QR	SMB			LEGADO	credit_card	7 a 12x			FDV-T													3.562	4.177	6.114	4.098								
QR	SMB			LEGADO	credit_card	7 a 12x			LANDING													1.532	1.547	11.580	2.525								
QR	SMB			LEGADO	credit_card	7 a 12x			MGM													4.871	1.746	483	8.351								
