BU	SEG_OFICIAL	CARTEIRA	PORTFOLIO	TOP_BS_OP	CANAL	PRODUTO	MEIO_PAGO	TIPO_CREDITO	PARCELA_AGROUP	P&L	202501	202502	202503	202504	202505	202506	202507	202508	202509	202510	202511	202512	202601	202602	202603	202604	202605	202606	202607	202608	202609	202610	202611	202612
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	digital_currency	-	-	TPV	6.077,25	5.320,45	7.226,34	9.273,09	13.315,05	9.689,58	11.534,34	12.198,98	11.382,52	15.490,33	12.652,52	12.100,32	1.002,98	5.672,82	4.979,11	5.812,00	6.983,00	8.318,00	9.631,00	10.931,00	11.994,00	13.572,00	12.625,00	14.236,00
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	debit_card	-	-	TPV	0	0	0	0	32,97	7,5	300	312,47	6	0	0	0	0	0	0	8.563,00	10.289,00	12.255,00	14.191,00	16.102,00	17.668,00	19.994,00	0	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	1x	1x	TPV	4.074,89	1.664,10	4.554,98	6.821,74	8.366,47	13.698,76	12.955,22	19.323,72	16.706,03	30.106,27	20.907,76	16.590,12	3.535,92	8.097,84	14.504,22	25.527,00	30.672,00	36.535,00	42.306,00	48.003,00	52.672,00	59.605,00	70.477,00	78.364,00
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PCJ	2 a 6x	TPV	467,77	376,54	966,95	186,08	533,88	723,19	1.347,91	796,74	4.412,39	5.229,90	12.394,89	6.601,31	2.389,55	4.554,33	12.099,26	1.851,00	2.225,00	2.649,00	3.068,00	3.481,00	3.821,00	4.323,00	0	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PCJ	7 a 12x	TPV	0,00	0,00	0,00	0	0	0	0	0	0	219,80	1.891,90	965,21	277,3	0	1.105,09	92	111	132	153	173	190	215	0	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PSJ	2 a 6x	TPV	1.293,00	1.262,74	1.863,41	2.094,08	2.805,01	3.968,25	4.703,33	5.363,13	7.445,29	8.416,92	4.420,81	5.322,13	0,00	0,00	0,00	9.031,00	10.851,00	12.924,00	14.966,00	16.981,00	18.633,00	21.086,00	28.077,00	27.744,00
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PSJ	7 a 12x	TPV	0,00	398,00	71,70	0,00	242,23	290,00	1.160,80	3.004,00	799,95	4.694,89	2.014,61	895,00	0,00	150,00	0,00	552	663	790	915	1.038,00	1.140,00	1.290,00	2.674,00	8.632,00
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PSJ	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PNF	1x	TPV	0	474,66	5.852,47	836,89	848,53	630,05	257,25	739,1	1.182,65	1.305,19	1.659,83	2.084,00	4.600,60	541,96	854,72	282	338	403	467	530	581	657	513	1.100,00
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PNF	2 a 6x	TPV	0	0	101,1	110	65	590,32	475	910	959,3	235,6	467,6	784	932,3	729,59	949,83	110	133	158	183	208	229	259	134	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PNF	7 a 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	1.554,40	0	0	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS HUNTING	-	-	-	QR SELLERS	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	account_money	-	-	TPV	24.473.121,91	21.702.538,94	22.804.233,71	26.836.494,60	24.339.886,95	24.036.560,64	24.884.440,33	26.221.540,18	24.954.065,12	25.284.428,50	26.301.438,66	32.072.370,36	30.249.622,44	27.718.193,34	30.895.198,85	28.853.373,00	31.306.605,00	30.889.711,00	32.301.188,00	31.427.380,00	29.883.694,00	31.923.672,00	33.165.047,00	35.043.158,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	bank_transfer	-	-	TPV	269.541.475,30	221.657.149,70	227.646.871,70	233.714.755,60	242.357.175,30	232.678.793,20	248.644.372,20	240.484.087,40	224.045.836,10	241.110.530,90	257.105.523,30	325.113.606,40	278.162.676,20	246.047.254,10	272.580.755,60	273.474.471,00	296.726.388,00	292.775.036,00	306.153.118,00	297.871.106,00	283.239.933,00	302.574.997,00	314.340.846,00	332.141.720,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	digital_currency	-	-	TPV	1.339.279,91	1.198.905,75	1.285.630,10	1.068.163,47	1.080.322,66	793.674,69	670.610,13	585.370,69	529.629,05	446.673,79	486.363,92	477.295,06	394.123,21	336.202,55	372.238,23	137.066,00	148.720,00	146.740,00	153.444,00	149.294,00	141.961,00	151.652,00	157.547,00	166.471,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	debit_card	-	-	TPV	15.411,90	14.570,18	14.570,11	9.567,38	13.533,41	19.363,02	15.978,28	37.464,46	23.124,59	0,00	0	0,00	0,00	0	0,00	542.649,00	588.787,00	580.947,00	607.492,00	591.059,00	562.026,00	600.392,00	623.739,00	659.061,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	1x	1x	TPV	10.142.773,12	10.897.325,29	11.748.814,94	11.681.417,96	12.437.099,43	12.118.865,92	12.673.482,15	12.903.687,28	12.855.069,09	13.403.908,45	13.635.411,01	15.778.612,67	13.553.003,77	13.804.698,09	15.459.269,63	10.450.823,00	11.339.395,00	11.188.394,00	11.699.637,00	11.383.141,00	10.824.010,00	11.562.900,00	12.012.531,00	12.692.792,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PCJ	2 a 6x	TPV	636.494,92	665.102,87	707.911,52	732.438,26	545.059,13	720.021,46	719.464,84	673.171,88	682.314,90	646.734,17	613.665,30	838.476,25	589.421,78	616.277,58	631.694,22	312.928,00	339.535,00	335.013,00	350.321,00	340.845,00	324.103,00	346.228,00	359.690,00	380.059,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PCJ	7 a 12x	TPV	224.588,81	185.745,51	278.622,21	197.118,95	188.248,58	201.599,16	181.907,42	153.786,43	177.845,83	178.137,41	176.695,06	172.714,89	39.100,14	40.643,67	64.821,33	80.022,00	86.826,00	85.670,00	89.583,00	87.161,00	82.881,00	88.536,00	91.980,00	97.190,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PCJ	Maior que 12x	TPV	0	0	0,00	0	0	0,00	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PSJ	2 a 6x	TPV	10.320,67	11.143,05	15.700,21	12.697,60	151.901,42	15.571,92	48.233,34	45.088,59	11.992,45	13.756,53	16.449,51	11.772,47	7.466,58	9.852,90	17.894,12	387.045,00	419.954,00	414.362,00	433.295,00	421.574,00	400.866,00	428.232,00	444.884,00	470.077,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PSJ	7 a 12x	TPV	4.474,42	6.412,00	3.831,41	928,70	28.984,42	2.032,21	2.505,55	1.068,20	1.011,80	1.312,07	4.632,20	2.216,40	161,37	981,00	4.173,71	62.581,00	67.901,00	66.998,00	70.059,00	68.163,00	64.816,00	69.239,00	71.931,00	76.006,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PSJ	Maior que 12x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PNF	1x	TPV	618.497,55	522.101,55	611.198,03	440.646,57	402.118,08	413.024,30	378.760,22	451.428,99	535.563,93	515.575,07	489.899,58	491.285,27	445.503,07	410.629,03	522.212,95	814.607,00	883.869,00	872.099,00	911.948,00	887.279,00	843.696,00	901.290,00	936.338,00	989.362,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PNF	2 a 6x	TPV	57.014,57	49.215,26	57.042,71	58.718,04	66.738,68	64.183,49	65.682,27	53.067,37	58.850,49	62.215,44	48.728,64	73.386,37	60.708,44	48.134,30	60.391,72	46.286,00	50.221,00	49.551,00	51.817,00	50.415,00	47.939,00	51.212,00	53.202,00	56.215,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PNF	7 a 12x	TPV	18.543,23	21.631,72	23.507,56	22.183,58	33.261,48	23.249,53	27.601,56	22.403,29	27.373,50	21.279,08	21.653,79	31.788,05	25.968,61	20.382,87	26.403,10	18.581,00	20.160,00	19.892,00	20.801,00	20.239,00	19.245,00	20.557,00	21.356,00	22.567,00
QR SELLERS	BIG SELLERS	BS FARMING	-	-	-	QR SELLERS	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	debit_card	-	-	TPV	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	1x	1x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PCJ	2 a 6x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PCJ	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	0	0,00	0,00	0	0	0,00	0,00	0,00	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PSJ	2 a 6x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PSJ	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PSJ	Maior que 12x	TPV	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PNF	1x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PNF	2 a 6x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PNF	7 a 12x	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
QR SELLERS	BIG SELLERS	BS SIN TAG	-	-	-	QR SELLERS	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	account_money	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	debit_card	-	-	TPV	1.921.536.240,00	1.793.883.096,00	1.989.426.632,00	1.827.144.711,00	1.892.394.769,00	1.754.077.080,00	1.701.537.596,00	1.640.970.339,00	1.484.372.526,00	1.455.615.941,00	1.254.790.311,00	1.439.309.010,00	1.825.405.056,69	1.661.371.279,77	1.717.904.731,13	1.640.999.288,56	1.669.246.392,39	1.523.859.677,10	1.505.310.937,90	1.449.905.365,55	1.332.497.653,54	1.392.575.228,01	1.328.310.232,99	1.374.839.408,48
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	1x	1x	TPV	1.573.423.916,00	1.521.023.665,00	1.638.200.072,00	1.520.604.950,00	1.531.504.396,00	1.393.955.547,00	1.414.880.385,00	1.365.106.793,00	1.273.049.360,00	1.254.344.194,00	1.027.401.175,03	991.908.513,27	1.422.187.713,69	1.311.558.602,88	1.365.429.215,88	1.294.552.054,22	1.316.835.639,00	1.202.142.919,00	1.187.510.184,00	1.143.801.817,00	1.051.181.183,00	1.098.575.200,00	1.047.877.810,00	1.084.583.761,00
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PCJ	2 a 6x	TPV	493.575.237,00	478.851.350,31	481.029.384,49	454.371.283,29	331.908.125,73	392.740.702,61	401.895.789,57	380.980.990,05	364.485.167,49	354.562.951,47	265.403.559,67	253.769.884,55	350.102.489,56	318.249.818,40	341.406.151,84	334.749.907,27	340.512.076,46	310.854.422,25	307.070.637,05	295.768.371,08	271.818.195,76	284.073.510,34	270.963.997,64	280.455.553,94
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PCJ	7 a 12x	TPV	268.732.398,73	261.637.531,10	256.480.510,03	243.017.175,35	171.693.076,98	205.255.595,70	214.116.615,50	193.868.708,93	185.593.581,79	180.202.790,88	131.645.717,25	120.909.956,75	186.396.660,43	170.205.869,81	178.671.253,69	172.402.422,19	175.370.046,35	160.095.803,38	158.147.083,71	152.326.206,74	139.991.421,40	146.303.136,15	139.551.493,48	144.439.821,39
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	190.590,70	458.845,74	14.087.386,31	18.324.300,54	18.299.315,60	14.205.272,03	12.708.711,78	19.748.422,72	18.240.801,78	20.006.615,46	18.115.007,67	18.426.827,68	16.821.902,29	16.617.142,56	16.005.519,87	14.709.454,96	15.372.651,93	14.663.230,03	15.176.866,03
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PSJ	2 a 6x	TPV	716.534.951,96	716.830.230,39	727.588.972,30	712.039.446,28	825.405.627,88	654.137.417,83	669.138.301,61	625.422.368,84	599.282.063,50	581.070.792,38	455.525.886,25	446.974.526,89	727.188.051,00	666.333.738,11	740.922.632,17	630.752.045,62	641.609.404,73	585.727.011,22	578.597.419,29	557.301.140,47	512.173.055,92	535.265.115,34	510.563.534,36	528.447.986,05
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PSJ	7 a 12x	TPV	278.192.286,02	282.217.878,07	285.225.023,87	276.175.038,68	325.726.055,95	245.034.663,46	255.444.905,70	235.343.101,93	225.840.508,67	216.701.597,15	165.843.884,96	153.323.024,66	290.384.018,73	266.854.508,19	296.071.221,29	241.826.132,30	245.988.771,50	224.563.834,09	221.830.395,94	213.665.544,52	196.363.737,62	205.217.079,38	195.746.657,75	202.603.437,35
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PSJ	Maior que 12x	TPV	0	5.903,19	0	24.660,91	2.919,48	94.177,92	239.028,84	12.824.312,19	15.778.860,87	15.992.840,11	12.229.537,28	12.353.580,82	24.071.887,54	21.568.374,81	27.345.318,25	19.697.204,64	20.036.259,63	18.291.157,18	18.068.513,39	17.403.470,49	15.994.204,97	16.715.326,73	15.943.942,62	16.502.440,54
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PNF	1x	TPV	1.143.415,16	1.066.563,41	1.063.387,22	1.032.925,38	1.071.084,04	963.642,46	997.258,08	940.238,75	861.559,22	847.232,06	923.341,20	1.129.228,06	1.287.223,34	862.023,19	770.359,45	982.588,04	999.501,68	912.447,87	901.341,36	868.165,93	797.865,23	833.838,13	795.357,90	823.218,37
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PNF	2 a 6x	TPV	1.730.485,17	1.783.934,89	1.757.382,49	1.878.552,54	1.958.767,72	1.676.559,18	1.781.797,81	1.413.474,80	1.353.545,94	1.395.383,82	1.276.941,09	1.555.094,78	1.300.908,77	1.167.302,23	1.366.912,90	1.361.370,60	1.384.804,36	1.264.191,74	1.248.803,74	1.202.839,36	1.105.438,09	1.155.278,36	1.101.964,20	1.140.564,76
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PNF	7 a 12x	TPV	450.743,92	441.513,49	394.668,29	474.500,24	502.615,44	423.567,97	490.743,60	555.520,02	396.143,36	447.027,59	380.937,89	382.255,99	469.277,59	314.696,09	603.080,65	436.946,92	444.468,24	405.756,29	400.817,34	386.064,56	354.802,56	370.799,33	353.687,56	366.076,82
POINT	LONGTAIL	-	LEGADO	-	LEGADO	POINT	credit_card	PNF	Maior que 12x	TPV	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	LEGADO	POINT	account_money	-	-	TPV	10.025.790,00	9.353.025,00	10.219.675,00	0,00	10.264.525,00	9.933.575,00	9.379.310,00	8.700.380,00	8.410.215,00	8.699.385,00	8.379.600,00	8.894.695,00	8.273.765,00	7.820.275,00	8.618.025,00	9.574.706,52	9.823.962,10	9.219.293,47	9.390.527,61	9.358.097,96	8.703.719,50	8.801.714,84	8.655.773,20	9.197.264,93
POINT	SMB	-	LEGADO	-	LEGADO	POINT	bank_transfer	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	LEGADO	-	LEGADO	POINT	ticket	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	LEGADO	-	LEGADO	POINT	consumer_credits	-	-	TPV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POINT	SMB	-	LEGADO	-	LEGADO	POINT	digital_currency	-	-	TPV	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00
POINT	SMB	-	LEGADO	-	LEGADO	POINT	debit_card	-	-	TPV	1.757.118.302,00	1.592.060.483,00	1.761.572.776,00	1.581.957.725,00	1.700.549.301,00	1.643.754.688,00	1.661.167.161,00	1.703.841.810,00	1.558.079.200,00	1.590.441.500,00	1.457.354.384,00	1.683.877.102,00	2.470.502.326,32	2.181.892.300,57	2.287.861.261,92	2.273.369.310,86	2.332.551.282,39	2.188.981.853,96	2.229.638.811,67	2.221.938.881,40	2.066.566.609,57	2.089.834.124,39	2.055.182.489,09	2.183.751.510,62
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	1x	1x	TPV	1.186.176.109,00	1.090.733.638,00	1.182.662.496,00	1.073.632.237,00	1.123.434.069,00	1.073.956.012,00	1.112.070.677,00	1.127.120.380,00	1.054.479.672,00	1.081.943.147,00	956.058.677,98	965.531.969,13	1.691.127.455,06	1.518.014.880,36	1.596.695.796,12	1.518.446.622,62	1.557.975.908,00	1.462.081.892,00	1.489.237.805,00	1.484.094.808,00	1.380.317.344,00	1.395.858.365,00	1.372.713.573,00	1.458.588.400,00
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	PCJ	2 a 6x	TPV	73.779.159,62	68.359.175,90	68.589.254,00	63.190.312,46	49.793.237,68	59.872.839,68	63.569.943,48	62.824.560,61	59.448.674,76	62.374.458,20	52.526.825,55	54.878.441,88	82.290.913,42	72.743.835,36	77.643.736,43	78.831.022,53	80.883.207,94	75.904.815,37	77.314.630,11	77.047.628,46	71.659.962,23	72.466.783,18	71.265.208,14	75.723.448,75
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	PCJ	7 a 12x	TPV	32.456.001,98	29.378.775,08	28.444.525,04	26.832.354,16	20.037.840,57	23.742.465,78	25.996.227,83	24.477.909,58	23.067.427,75	24.617.695,33	19.545.819,72	18.897.163,31	34.360.388,01	30.960.644,13	32.318.492,63	31.960.174,15	32.792.184,23	30.773.812,69	31.345.388,75	31.237.139,24	29.052.837,33	29.379.943,82	28.892.793,63	30.700.281,88
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	PCJ	Maior que 12x	TPV	0	0	0	0	0	2.497,60	72.590,70	1.752.570,09	2.654.489,79	2.865.976,94	1.959.202,19	2.010.060,50	4.217.926,32	3.632.200,35	4.674.796,71	3.896.529,51	3.997.966,76	3.751.890,34	3.821.575,90	3.808.378,31	3.542.072,00	3.581.952,24	3.522.559,74	3.742.925,62
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	PSJ	2 a 6x	TPV	515.057.624,98	491.193.582,14	483.641.289,54	471.854.726,52	521.924.093,92	475.150.727,30	496.950.233,83	482.702.494,89	464.119.179,78	469.037.445,95	404.021.062,94	433.786.474,90	953.091.883,53	846.894.334,95	930.491.128,79	777.512.149,59	797.752.900,60	748.650.902,88	762.555.937,14	759.922.493,91	706.783.820,74	714.741.513,82	702.890.352,05	746.862.079,70
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	PSJ	7 a 12x	TPV	201.455.203,86	189.205.870,73	184.044.252,21	179.117.823,36	200.807.425,47	180.328.256,24	186.387.710,75	178.180.514,21	175.336.685,14	173.767.593,64	150.763.884,90	144.258.174,06	397.159.307,02	342.822.048,11	374.526.475,62	305.482.474,38	313.435.012,08	294.142.966,55	299.606.217,96	298.571.545,07	277.693.500,32	280.820.057,00	276.163.766,81	293.440.142,66
POINT	SMB	-	LEGADO	-	LEGADO	POINT	credit_card	PSJ	Maior que 12x	TPV	100	0	0	0	9.586,58	49.693,53	136.726,96	6.089.280,49	6.661.673,56	8.335.049,80	8.175.236,50	7.677.486,78	30.898.450,25	25.553.366,77	28.566.423,81	21.028.818,60	21.576.255,88	20.248.229,00	20.624.308,56	20.553.083,71	19.115.879,81	19.331.105,88	19.010.575,91	20.199.847,97
